condition medium, random seed 649601
timestamp, left_pos_x, left_pos_y, left_pos_z, left_quat_x, left_quat_y, left_quat_z, left_quat_w, right_pos_x, right_pos_y, right_pos_z, right_quat_x, right_quat_y, right_quat_z, right_quat_w, head_pos_x, head_pos_y, head_pos_z, head_quat_x, head_quat_y, head_quat_z, head_quat_w, marker_pos_x, marker_pos_y, marker_pos_z, marker_quat_x, marker_quat_y, marker_quat_z, marker_quat_w
13.9, 0, 0, 0, 0, 0, 0, 1, 0.2426673, 0.5963398, 0.36397, -0.2823497, 0.4856564, 0.2644207, -0.7838994, 0.001594329, 1.169409, 0.1388136, -0.08715568, 0, 0, -0.9961947, 0.1710781, 0.5751952, 0.4018381, -0.4407878, -0.02801603, -0.3957059, -0.8051945
13.95, 0, 0, 0, 0, 0, 0, 1, 0.2464942, 0.6736766, 0.4294984, -0.2151301, 0.5040875, 0.1970399, -0.81289, 0.001594329, 1.169433, 0.1387842, -0.08715568, 0, 0, -0.9961947, 0.1756335, 0.6571338, 0.4708651, -0.3579636, -0.07551405, -0.4098613, -0.8355678
14, 0, 0, 0, 0, 0, 0, 1, 0.2385226, 0.7883694, 0.4912819, -0.1254961, 0.5280377, 0.1306216, -0.8296776, 0.001594329, 1.169461, 0.1387491, -0.08715568, 0, 0, -0.9961947, 0.1671835, 0.7805789, 0.5343649, -0.2561107, -0.1181263, -0.4070264, -0.8687825
14.05, 0, 0, 0, 0, 0, 0, 1, 0.2205102, 0.9217926, 0.5284602, -0.02168878, 0.547561, 0.06447618, -0.833996, 0.001594329, 1.169513, 0.1386865, -0.08715568, 0, 0, -0.9961947, 0.1484166, 0.924962, 0.5708696, -0.1429539, -0.1597491, -0.3898325, -0.8955864
14.1, 0, 0, 0, 0, 0, 0, 1, 0.1920405, 1.051715, 0.5354755, 0.09239159, 0.5623345, -0.008383596, -0.8216894, 0.001594329, 1.169588, 0.1385941, -0.08715568, 0, 0, -0.9961947, 0.1189188, 1.066317, 0.5735028, -0.01533677, -0.1988657, -0.3638852, -0.9098378
14.15, 0, 0, 0, 0, 0, 0, 1, 0.1422092, 1.1668, 0.5101855, 0.208158, 0.5888744, -0.1177982, -0.7720239, 0.00159433, 1.169627, 0.1385459, -0.08715568, 0, 0, -0.9961947, 0.06545226, 1.187663, 0.5362467, 0.1516584, -0.2181065, -0.3524722, -0.8973254
14.2, 0, 0, 0, 0, 0, 0, 1, 0.07778907, 1.240917, 0.4532185, 0.3130202, 0.6065285, -0.2602628, -0.6829384, 0.001594329, 1.169635, 0.1385361, -0.08715568, 0, 0, -0.9961947, -0.003270403, 1.258603, 0.4642947, 0.3421648, -0.2244608, -0.3545561, -0.8407322
14.25, 0, 0, 0, 0, 0, 0, 1, 0.0425817, 1.253913, 0.4158199, 0.3896072, 0.5860503, -0.3347932, -0.6266297, 0.001594329, 1.169635, 0.1385359, -0.08715568, 0, 0, -0.9961947, -0.03918277, 1.271354, 0.4198813, 0.4496702, -0.247045, -0.3297881, -0.7924679
14.3, 0, 0, 0, 0, 0, 0, 1, 0.05234502, 1.216566, 0.4520517, 0.4020546, 0.5443272, -0.3100461, -0.6677811, 0.001594329, 1.169624, 0.1385494, -0.08715568, 0, 0, -0.9961947, -0.02660373, 1.242389, 0.462364, 0.4167035, -0.2962805, -0.305783, -0.8031645
14.35, 0, 0, 0, 0, 0, 0, 1, 0.09703408, 1.111974, 0.5355018, 0.331977, 0.4794961, -0.2322622, -0.7784144, 0.001594329, 1.169619, 0.1385555, -0.08715568, 0, 0, -0.9961947, 0.02641471, 1.144261, 0.566752, 0.2691142, -0.3638856, -0.3148161, -0.8342996
14.4, 0, 0, 0, 0, 0, 0, 1, 0.1567679, 0.9306314, 0.5835871, 0.1940195, 0.3930493, -0.1574177, -0.8849228, 0.001594329, 1.169613, 0.1385629, -0.08715568, 0, 0, -0.9961947, 0.1000563, 0.9545902, 0.6402958, 0.07488343, -0.4230736, -0.3614629, -0.8274938
14.45, 0, 0, 0, 0, 0, 0, 1, 0.2016576, 0.7295085, 0.5458121, 0.03313439, 0.3259867, -0.1067328, -0.9387454, 0.001594329, 1.169594, 0.1385863, -0.08715568, 0, 0, -0.9961947, 0.1575192, 0.7326882, 0.6168599, -0.09666976, -0.4365345, -0.4282202, -0.7853154
14.5, 0, 0, 0, 0, 0, 0, 1, 0.2091666, 0.5833265, 0.4550639, -0.09445096, 0.3220502, -0.0441932, -0.9409621, 0.001594331, 1.169439, 0.1387749, -0.08715568, 0, 0, -0.9961947, 0.1671, 0.5680054, 0.5257871, -0.2199567, -0.3830997, -0.469651, -0.7643832
14.55, 0, 0, 0, 0, 0, 0, 1, 0.2026317, 0.513801, 0.3742659, -0.188183, 0.3490236, 0.05685744, -0.9162625, 0.001594328, 1.169372, 0.1388592, -0.08715568, 0, 0, -0.9961947, 0.155113, 0.4876054, 0.4379987, -0.3289001, -0.2912285, -0.4660841, -0.7679691
14.6, 0, 0, 0, 0, 0, 0, 1, 0.2033221, 0.5083885, 0.342749, -0.2342865, 0.3754274, 0.1666537, -0.8811303, 0.001594328, 1.169373, 0.1388581, -0.08715568, 0, 0, -0.9961947, 0.1486323, 0.4811717, 0.3999711, -0.4101038, -0.2047222, -0.4230849, -0.7816029
14.65, 0, 0, 0, 0, 0, 0, 1, 0.2235264, 0.5557292, 0.3644499, -0.2130894, 0.3888723, 0.282707, -0.8505574, 0.001594329, 1.169396, 0.1388292, -0.08715568, 0, 0, -0.9961947, 0.1644018, 0.5386737, 0.4211904, -0.4577058, -0.1477702, -0.330385, -0.8121054
14.7, 0, 0, 0, 0, 0, 0, 1, 0.2589508, 0.6519706, 0.4168462, -0.1198427, 0.410291, 0.3813052, -0.8196983, 0.001594329, 1.169426, 0.1387923, -0.08715568, 0, 0, -0.9961947, 0.2000233, 0.6555647, 0.4761819, -0.445701, -0.1125357, -0.204936, -0.8641108
14.75, 0, 0, 0, 0, 0, 0, 1, 0.298794, 0.7744197, 0.4794689, 0.02877438, 0.4042809, 0.3541286, -0.842806, 0.001594329, 1.169443, 0.138771, -0.08715568, 0, 0, -0.9961947, 0.2490669, 0.7977602, 0.5426238, -0.3423534, -0.1841705, -0.1320893, -0.9118267
14.8, 0, 0, 0, 0, 0, 0, 1, 0.3136473, 0.9205949, 0.5179211, 0.1646654, 0.4205432, 0.2961713, -0.8416123, 0.001594329, 1.16949, 0.1387143, -0.08715568, 0, 0, -0.9961947, 0.2686471, 0.9620025, 0.5750743, -0.2133093, -0.2315176, -0.08645352, -0.9452114
14.85, 0, 0, 0, 0, 0, 0, 1, 0.2897615, 1.044043, 0.5306197, 0.2194114, 0.4542471, 0.1819221, -0.8440513, 0.001594329, 1.169597, 0.1385832, -0.08715568, 0, 0, -0.9961947, 0.2386788, 1.088847, 0.5795002, -0.0957367, -0.2626962, -0.135114, -0.9505627
14.9, 0, 0, 0, 0, 0, 0, 1, 0.2263533, 1.133722, 0.5282567, 0.2207213, 0.5014489, -0.01584655, -0.8364091, 0.00159433, 1.169621, 0.1385522, -0.08715568, 0, 0, -0.9961947, 0.1613204, 1.167013, 0.5691043, 0.04845415, -0.2880182, -0.2723323, -0.9168059
14.95, 0, 0, 0, 0, 0, 0, 1, 0.1155242, 1.220143, 0.4805958, 0.3070797, 0.563435, -0.2405327, -0.7282768, 0.00159433, 1.169603, 0.138575, -0.08715568, 0, 0, -0.9961947, 0.03752595, 1.242838, 0.5007775, 0.2990136, -0.2732378, -0.3463864, -0.8461374
15, 0, 0, 0, 0, 0, 0, 1, 0.01618253, 1.271148, 0.3583337, 0.4773664, 0.5646954, -0.4072863, -0.5360582, 0.001594329, 1.169615, 0.1385611, -0.08715568, 0, 0, -0.9961947, -0.0659664, 1.285494, 0.3511326, 0.5731065, -0.2509626, -0.285974, -0.7258
15.05, 0, 0, 0, 0, 0, 0, 1, -0.02766825, 1.256874, 0.2367154, -0.6301743, -0.4966026, 0.4801007, 0.3546399, 0.001594329, 1.169609, 0.1385683, -0.08715568, 0, 0, -0.9961947, -0.1062975, 1.263579, 0.2088123, -0.7516603, 0.2460971, 0.1591342, 0.5908632
15.1, 0, 0, 0, 0, 0, 0, 1, -0.02923923, 1.227761, 0.1734695, -0.7362197, -0.4117467, 0.4715256, 0.2571163, 0.001594329, 1.1696, 0.1385787, -0.08715568, 0, 0, -0.9961947, -0.1017845, 1.234527, 0.1322686, -0.8177488, 0.2669787, 0.03058836, 0.5089928
15.15, 0, 0, 0, 0, 0, 0, 1, -0.01683437, 1.218319, 0.2009526, -0.7798978, -0.3448795, 0.432073, 0.2934799, 0.001594329, 1.169598, 0.1385822, -0.08715568, 0, 0, -0.9961947, -0.08533145, 1.238497, 0.1572822, -0.7891374, 0.3341201, -0.0318774, 0.5144025
15.2, 0, 0, 0, 0, 0, 0, 1, 0.00574548, 1.195387, 0.3180975, -0.7400427, -0.2997297, 0.4010205, 0.4490896, 0.001594329, 1.169584, 0.1385991, -0.08715568, 0, 0, -0.9961947, -0.06085447, 1.237951, 0.2905506, -0.6830812, 0.4412812, 0.007067293, 0.5819117
15.25, 0, 0, 0, 0, 0, 0, 1, 0.06893882, 1.086176, 0.4913681, 0.5776842, 0.2510796, -0.3945239, -0.6690224, 0.00159433, 1.169534, 0.13866, -0.08715568, 0, 0, -0.9961947, 0.00834915, 1.142105, 0.5057539, 0.4941467, -0.5624741, -0.1585329, -0.6436687
15.3, 0, 0, 0, 0, 0, 0, 1, 0.1751122, 0.8756899, 0.5825078, 0.3130085, 0.20403, -0.3829762, -0.8448235, 0.001594329, 1.169526, 0.1386706, -0.08715568, 0, 0, -0.9961947, 0.1318926, 0.9151802, 0.6423299, 0.2506071, -0.6220054, -0.3595901, -0.6488456
15.35, 0, 0, 0, 0, 0, 0, 1, 0.2449252, 0.6763044, 0.5319241, 0.06511957, 0.1980475, -0.3121789, -0.9268662, 0.001594329, 1.169546, 0.138645, -0.08715568, 0, 0, -0.9961947, 0.2173599, 0.6833628, 0.6106415, 0.020542, -0.5823387, -0.4963244, -0.643523
15.4, 0, 0, 0, 0, 0, 0, 1, 0.2295519, 0.5713041, 0.4547122, -0.05520781, 0.2427426, -0.1740746, -0.9527466, 0.001594329, 1.169538, 0.1386557, -0.08715568, 0, 0, -0.9961947, 0.2002929, 0.5600888, 0.5323281, -0.1391026, -0.4923738, -0.5067942, -0.6938143
15.45, 0, 0, 0, 0, 0, 0, 1, 0.1821606, 0.5088848, 0.3800834, -0.1421211, 0.3119284, 0.02450169, -0.9390963, 0.00159433, 1.169471, 0.1387363, -0.08715568, 0, 0, -0.9961947, 0.1408205, 0.4881964, 0.4498623, -0.2968782, -0.3531889, -0.4528064, -0.7629465
15.5, 0, 0, 0, 0, 0, 0, 1, 0.1396081, 0.4917544, 0.3185292, -0.2066588, 0.3800167, 0.2486469, -0.8666338, 0.001594329, 1.169406, 0.1388175, -0.08715568, 0, 0, -0.9961947, 0.08261947, 0.4731386, 0.3769403, -0.4393014, -0.1759795, -0.3501295, -0.8083656
15.55, 0, 0, 0, 0, 0, 0, 1, 0.1348729, 0.5113897, 0.2904268, -0.2453473, 0.4214405, 0.446473, -0.7502363, 0.001594329, 1.169391, 0.1388355, -0.08715568, 0, 0, -0.9961947, 0.06732148, 0.5041423, 0.3393184, -0.5430889, -0.00334844, -0.2263436, -0.8085864
15.6, 0, 0, 0, 0, 0, 0, 1, 0.165342, 0.5372399, 0.317037, -0.2379798, 0.4160839, 0.470637, -0.7407703, 0.001594329, 1.169397, 0.1388284, -0.08715568, 0, 0, -0.9961947, 0.0984116, 0.5323137, 0.3670585, -0.5526342, 0.00440973, -0.2017433, -0.8086259
15.65, 0, 0, 0, 0, 0, 0, 1, 0.1851459, 0.6099856, 0.3945177, -0.1679, 0.4569678, 0.3879926, -0.782593, 0.001594329, 1.169418, 0.138802, -0.08715568, 0, 0, -0.9961947, 0.1184205, 0.611102, 0.4450407, -0.4553249, -0.04249117, -0.2344598, -0.8578475
15.7, 0, 0, 0, 0, 0, 0, 1, 0.1953196, 0.7275473, 0.4722618, -0.07353879, 0.5064288, 0.2920165, -0.8079903, 0.001594329, 1.169448, 0.1387652, -0.08715568, 0, 0, -0.9961947, 0.1275393, 0.7381538, 0.5202142, -0.3264302, -0.08474207, -0.2577551, -0.9054417
15.75, 0, 0, 0, 0, 0, 0, 1, 0.184809, 0.8743692, 0.5243852, 0.03360926, 0.5523522, 0.179778, -0.8133003, 0.001594329, 1.169496, 0.1387076, -0.08715568, 0, 0, -0.9961947, 0.1149233, 0.8943971, 0.5658699, -0.1739358, -0.1251433, -0.2760956, -0.9369403
15.8, 0, 0, 0, 0, 0, 0, 1, 0.1416508, 1.033997, 0.5347951, 0.1463655, 0.6016843, 0.02782165, -0.784716, 0.001594329, 1.169579, 0.1386056, -0.08715568, 0, 0, -0.9961947, 0.06694511, 1.058738, 0.5633085, 0.01889896, -0.1553572, -0.3069825, -0.9387592
15.85, 0, 0, 0, 0, 0, 0, 1, 0.06640103, 1.186255, 0.4782515, 0.2938906, 0.6313378, -0.2010474, -0.6889274, 0.00159433, 1.169628, 0.1385448, -0.08715568, 0, 0, -0.9961947, -0.01433675, 1.206463, 0.4871474, 0.2976533, -0.1887877, -0.3383988, -0.8724954
15.9, 0, 0, 0, 0, 0, 0, 1, 0.0003984183, 1.274721, 0.3708425, 0.4542103, 0.5736996, -0.407358, -0.5464625, 0.00159433, 1.169639, 0.1385316, -0.08715568, 0, 0, -0.9961947, -0.08223072, 1.287149, 0.3659371, 0.5579519, -0.2449443, -0.3067304, -0.7311693
15.95, 0, 0, 0, 0, 0, 0, 1, -0.02115584, 1.302414, 0.3090042, -0.5679941, -0.4720614, 0.4863258, 0.4669347, 0.00159433, 1.16962, 0.1385548, -0.08715568, 0, 0, -0.9961947, -0.1027529, 1.317985, 0.2987295, -0.674608, 0.3169155, 0.2293572, 0.6259905
16, 0, 0, 0, 0, 0, 0, 1, -0.01092623, 1.310516, 0.3414296, -0.5963555, -0.3949637, 0.4847089, 0.5034095, 0.001594329, 1.169605, 0.1385735, -0.08715568, 0, 0, -0.9961947, -0.08986842, 1.337827, 0.3361022, -0.6573828, 0.3974996, 0.1977649, 0.6088769
16.05, 0, 0, 0, 0, 0, 0, 1, 0.02065501, 1.283781, 0.4327852, 0.540122, 0.3547468, -0.4584497, -0.6101204, 0.001594329, 1.169588, 0.1385937, -0.08715568, 0, 0, -0.9961947, -0.05349483, 1.320878, 0.4442611, 0.5602604, -0.4666784, -0.237038, -0.6419756
16.1, 0, 0, 0, 0, 0, 0, 1, 0.06372236, 1.209491, 0.5192371, 0.4320946, 0.3396311, -0.4252759, -0.7190865, 0.001594329, 1.169592, 0.1385894, -0.08715568, 0, 0, -0.9961947, -0.00387235, 1.246549, 0.5518532, 0.4325652, -0.5036125, -0.3134024, -0.6789999
16.15, 0, 0, 0, 0, 0, 0, 1, 0.1100665, 1.101287, 0.5770293, 0.3113086, 0.3204692, -0.3853267, -0.8074094, 0.001594329, 1.1696, 0.1385789, -0.08715568, 0, 0, -0.9961947, 0.0513859, 1.131531, 0.628488, 0.2974281, -0.523993, -0.3861881, -0.698446
16.2, 0, 0, 0, 0, 0, 0, 1, 0.1419253, 0.9730494, 0.5947013, 0.1856278, 0.3304786, -0.3239288, -0.8668312, 0.001594329, 1.169599, 0.13858, -0.08715568, 0, 0, -0.9961947, 0.0892899, 0.9899724, 0.6575441, 0.162956, -0.4992734, -0.4485761, -0.7231535
16.25, 0, 0, 0, 0, 0, 0, 1, 0.1381448, 0.8438047, 0.5646261, 0.05413415, 0.4153818, -0.2043639, -0.8847389, 0.001594329, 1.169587, 0.1385953, -0.08715568, 0, 0, -0.9961947, 0.08039236, 0.8431785, 0.6252096, 0.02260593, -0.3808208, -0.4878043, -0.7851825
16.3, 0, 0, 0, 0, 0, 0, 1, 0.12207, 0.7072379, 0.4902791, -0.1119468, 0.5139611, -0.01264414, -0.8503835, 0.001594329, 1.169575, 0.1386099, -0.08715568, 0, 0, -0.9961947, 0.05413073, 0.6909939, 0.5363929, -0.1661109, -0.1878605, -0.4916266, -0.8339179
16.35, 0, 0, 0, 0, 0, 0, 1, 0.1272195, 0.5716794, 0.3762881, -0.3132719, 0.5250357, 0.2527762, -0.7498684, 0.00159433, 1.169412, 0.1388085, -0.08715568, 0, 0, -0.9961947, 0.05189902, 0.548761, 0.4047076, -0.4308624, 0.02469194, -0.424641, -0.795882
16.4, 0, 0, 0, 0, 0, 0, 1, 0.1557922, 0.4921201, 0.2771486, -0.4231333, 0.4241658, 0.4186292, -0.6824889, 0.001594328, 1.169367, 0.1388656, -0.08715568, 0, 0, -0.9961947, 0.08146794, 0.4648679, 0.304339, -0.6172101, 0.0869343, -0.3385295, -0.7049056
16.45, 0, 0, 0, 0, 0, 0, 1, 0.1535686, 0.504654, 0.2859084, -0.3872574, 0.4425441, 0.39746, -0.7044232, 0.001594328, 1.169361, 0.1388723, -0.08715568, 0, 0, -0.9961947, 0.07943944, 0.4802068, 0.3161293, -0.5818779, 0.06736612, -0.3411887, -0.7351668
16.5, 0, 0, 0, 0, 0, 0, 1, 0.1603306, 0.554989, 0.3439484, -0.3166814, 0.4819674, 0.3480373, -0.7391146, 0.001594329, 1.169397, 0.1388288, -0.08715568, 0, 0, -0.9961947, 0.08606537, 0.5367296, 0.3779685, -0.5038366, 0.03402275, -0.3498213, -0.7890605
16.55, 0, 0, 0, 0, 0, 0, 1, 0.165662, 0.6425783, 0.420682, -0.2259778, 0.5299908, 0.2671197, -0.7724577, 0.001594329, 1.16943, 0.138788, -0.08715568, 0, 0, -0.9961947, 0.09081097, 0.6318455, 0.4565739, -0.3897702, -0.008576632, -0.3678208, -0.8442236
16.6, 0, 0, 0, 0, 0, 0, 1, 0.1556847, 0.7607503, 0.4883324, -0.1324793, 0.5799754, 0.1435016, -0.7908761, 0.001594329, 1.169469, 0.1387395, -0.08715568, 0, 0, -0.9961947, 0.07925761, 0.754891, 0.5219578, -0.2414269, -0.05413279, -0.4073457, -0.8791202
16.65, 0, 0, 0, 0, 0, 0, 1, 0.1246453, 0.8976054, 0.530849, -0.03709933, 0.6135927, -0.008970175, -0.7886996, 0.001594329, 1.169539, 0.1386543, -0.08715568, 0, 0, -0.9961947, 0.04663021, 0.8931392, 0.5608456, -0.07206985, -0.1062224, -0.4528955, -0.8822746
16.7, 0, 0, 0, 0, 0, 0, 1, 0.07576851, 1.046533, 0.5326567, 0.09406208, 0.6214169, -0.203039, -0.7508453, 0.001594329, 1.169604, 0.1385743, -0.08715568, 0, 0, -0.9961947, -0.00381051, 1.042957, 0.5583568, 0.1498123, -0.1752494, -0.4834556, -0.8444612
16.75, 0, 0, 0, 0, 0, 0, 1, 0.02057611, 1.193392, 0.4698823, 0.2753872, 0.5671657, -0.4190329, -0.6533731, 0.00159433, 1.169608, 0.1385689, -0.08715568, 0, 0, -0.9961947, -0.06051502, 1.193151, 0.4906253, 0.4170989, -0.2673592, -0.4590633, -0.7374338
16.8, 0, 0, 0, 0, 0, 0, 1, -0.01098291, 1.280894, 0.3780132, -0.4339099, -0.4563256, 0.5558263, 0.5427213, 0.001594329, 1.169614, 0.1385626, -0.08715568, 0, 0, -0.9961947, -0.0929011, 1.287816, 0.3937483, -0.6060132, 0.3562268, 0.3776981, 0.6026566
16.85, 0, 0, 0, 0, 0, 0, 1, -0.01172236, 1.308351, 0.3490587, -0.5093053, -0.372737, 0.5938722, 0.4989901, 0.001594329, 1.169629, 0.1385435, -0.08715568, 0, 0, -0.9961947, -0.09307848, 1.323094, 0.3620937, -0.6665477, 0.4156918, 0.3151065, 0.5325623
16.9, 0, 0, 0, 0, 0, 0, 1, 0.01594184, 1.296113, 0.4023, -0.4978273, -0.3427888, 0.5814957, 0.5445426, 0.001594329, 1.169633, 0.1385389, -0.08715568, 0, 0, -0.9961947, -0.06278274, 1.317442, 0.4211051, -0.628476, 0.4567877, 0.3192222, 0.5426419
16.95, 0, 0, 0, 0, 0, 0, 1, 0.07510356, 1.2267, 0.4943933, 0.3940644, 0.360983, -0.5227943, -0.6641465, 0.001594329, 1.169625, 0.1385485, -0.08715568, 0, 0, -0.9961947, 0.002270706, 1.248789, 0.5292289, 0.4939359, -0.4728622, -0.3898749, -0.616787
17, 0, 0, 0, 0, 0, 0, 1, 0.1428272, 1.093953, 0.5585899, 0.2199996, 0.4089654, -0.3959141, -0.7922118, 0.001594329, 1.169625, 0.138548, -0.08715568, 0, 0, -0.9961947, 0.07727771, 1.104989, 0.609458, 0.2772689, -0.433551, -0.4737263, -0.7146599
17.05, 0, 0, 0, 0, 0, 0, 1, 0.1857536, 0.9245904, 0.5609338, 0.03046025, 0.4667028, -0.2286032, -0.8538157, 0.001594329, 1.169609, 0.1385675, -0.08715568, 0, 0, -0.9961947, 0.1223532, 0.9167975, 0.6150241, 0.04788272, -0.3284923, -0.5246729, -0.7839123
17.1, 0, 0, 0, 0, 0, 0, 1, 0.1879033, 0.7578115, 0.4958681, -0.1606177, 0.5412999, -0.02932328, -0.8248252, 0.001594329, 1.169575, 0.1386097, -0.08715568, 0, 0, -0.9961947, 0.1182204, 0.7334506, 0.5353262, -0.1704627, -0.1444414, -0.5340565, -0.8153913
17.15, 0, 0, 0, 0, 0, 0, 1, 0.1913837, 0.6077955, 0.389648, -0.34982, 0.537678, 0.2028742, -0.7398449, 0.00159433, 1.169414, 0.1388058, -0.08715568, 0, 0, -0.9961947, 0.1167287, 0.5772871, 0.4120525, -0.4153132, 0.03506559, -0.4806987, -0.7715012
17.2, 0, 0, 0, 0, 0, 0, 1, 0.2164584, 0.4963257, 0.2815014, -0.4736862, 0.4273961, 0.3131913, -0.7034665, 0.001594328, 1.169377, 0.1388533, -0.08715568, 0, 0, -0.9961947, 0.1462518, 0.4553704, 0.3014964, -0.5871993, 0.05882019, -0.445451, -0.6732835
