,elv_angle_pos,shoulder_elv_pos,end-effector_xpos_x,end-effector_xpos_y,end-effector_xpos_z
0,-1.5708,0.0,0.05700976583293332,-0.18541523386351882,0.38709568326017935
1,-1.5708,0.03173323232323232,0.03721435171041505,-0.18651402370245795,0.3854546423749473
2,-1.5708,0.06346646464646465,0.017367908976379555,-0.18763250612197463,0.3844294664782751
3,-1.5708,0.09519969696969696,-0.0025101747013961395,-0.18876952633950633,0.3840215762507687
4,-1.5708,0.1269329292929293,-0.022400477752582082,-0.18992390225856512,0.38423177451656915
5,-1.5708,0.15866616161616162,-0.04228356423221296,-0.19109442561335246,0.38506024542995826
6,-1.5708,0.19039939393939392,-0.06214000336321491,-0.1922798631406714,0.38650655428359293
7,-1.5708,0.22213262626262625,-0.08195038907385302,-0.1934789577779878,0.3885696479385701
8,-1.5708,0.2538658585858586,-0.1016953595104206,-0.1946904298864385,0.3912478558758894
9,-1.5708,0.2855990909090909,-0.12135561650551709,-0.1959129784975825,0.39453889186825747
10,-1.5708,0.31733232323232324,-0.14091194498230128,-0.19714528258265518,0.39843985627055256
11,-1.5708,0.3490655555555556,-0.16034523227517908,-0.1983860023430597,0.40294723892665024
12,-1.5708,0.38079878787878785,-0.1796364873474596,-0.1996337805208283,0.4080569226896865
13,-1.5708,0.4125320202020202,-0.198766859886625,-0.2008872437277272,0.41376418755221517
14,-1.5708,0.4442652525252525,-0.217717659257981,-0.20214500379171074,0.42006371538211223
15,-1.5708,0.47599848484848484,-0.23647037329759302,-0.20340565911936648,0.4269495952594592
16,-1.5708,0.5077317171717172,-0.2550066869255806,-0.2046677960730064,0.4344153294090391
17,-1.5708,0.5394649494949495,-0.27330850056102496,-0.20592999036103032,0.44245383972248076
18,-1.5708,0.5711981818181818,-0.2913579483199319,-0.2071908084401803,0.4510574748634887
19,-1.5708,0.6029314141414142,-0.30913741597792993,-0.2084488089282829,0.46021801794900985
20,-1.5708,0.6346646464646465,-0.3266295586796054,-0.20970254402609312,0.4699266947986178
21,-1.5708,0.6663978787878788,-0.3438173183766357,-0.21095056094679351,0.4801741827438091
