,elv_angle_pos,shoulder_elv_pos,end-effector_xpos_x,end-effector_xpos_y,end-effector_xpos_z
0,-1.5708,0.0,0.055995927727427834,-0.18884649020231156,0.38611598615858517
1,-1.5708,0.03173323232323232,0.03617476201376349,-0.1899484586734957,0.3845138427842363
2,-1.5708,0.06346646464646465,0.0163038158333869,-0.19107008044415857,0.38352836562928483
3,-1.5708,0.09519969696969696,-0.003597498473073217,-0.1922101975706823,0.3831609354011358
4,-1.5708,0.1269329292929293,-0.023509735944052507,-0.19336762483826006,0.3834123141842108
5,-1.5708,0.15866616161616162,-0.04341343854852158,-0.19454115090864843,0.38428264466757034
6,-1.5708,0.19039939393939392,-0.06328915475075148,-0.19572953949517594,0.3857714499949035
7,-1.5708,0.22213262626262625,-0.08311745906866325,-0.1969315305638467,0.3878776342370336
8,-1.5708,0.2538658585858586,-0.10287897160606224,-0.19814584155934173,0.3905994834864647
9,-1.5708,0.2855990909090909,-0.12255437753908258,-0.19937116865470625,0.3939346675728758
10,-1.5708,0.31733232323232324,-0.1421244465372126,-0.2006061880234826,0.39788024239783154
11,-1.5708,0.3490655555555556,-0.16157005209934117,-0.20184955713301764,0.4024326528863696
12,-1.5708,0.38079878787878785,-0.1808721907853454,-0.20309991605767852,0.40758773655249164
13,-1.5708,0.4125320202020202,-0.2000120013238495,-0.20435588881064176,0.41334072767497493
14,-1.5708,0.4442652525252525,-0.21897078357691013,-0.2056160846929664,0.4196862620793057
15,-1.5708,0.47599848484848484,-0.2377300173425208,-0.2068790996585816,0.42661838252092255
16,-1.5708,0.5077317171717172,-0.25627138097600094,-0.2081435176938477,0.4341305446643592
17,-1.5708,0.5394649494949495,-0.27457676981151286,-0.20940791221031238,0.44221562365226885
18,-1.5708,0.5711981818181818,-0.2926283143651448,-0.21067084744927836,0.4508659212577274
19,-1.5708,0.6029314141414142,-0.31040839830123473,-0.21193087989677473,0.46007317361261496
20,-1.5708,0.6346646464646465,-0.3278996761438298,-0.21318655970754974,0.46982855950430963
21,-1.5708,0.6663978787878788,-0.34508509071544613,-0.21443643213662814,0.4801227092323416
22,-1.5708,0.6981311111111111,-0.36194789028556035,-0.21567903897704677,0.4909457140161007
23,-1.5708,0.7298643434343435,-0.37847164541156453,-0.21691292000230605,0.5022871359441364
24,-1.5708,0.7615975757575757,-0.3946402654552152,-0.2181366144121197,0.5141360184550368
25,-1.5708,0.793330808080808,-0.4104380147579464,-0.21934866228001304,0.5264808973393481
26,-1.5708,0.8250640404040404,-0.42584952845874857,-0.22054760600132747,0.5393098122514662
27,-1.5708,0.8567972727272727,-0.44085982793868544,-0.22173199174019037,0.5526103187199177
28,-1.5708,0.888530505050505,-0.45545433587648815,-0.2229003708740102,0.5663695006439491
29,-1.5708,0.9202637373737373,-0.4696188909000665,-0.22405130143405075,0.5805739832638591
30,-1.5708,0.9519969696969697,-0.4833397618191739,-0.22518334954064942,0.5952099465920142
31,-1.5708,0.983730202020202,-0.49660366142489487,-0.22629509083165272,0.6102631392910471
32,-1.5708,1.0154634343434343,-0.5093977598420539,-0.2273851118826381,0.6257188929852762
33,-1.5708,1.0471966666666666,-0.521709697421096,-0.22845201161751327,0.6415621369909381
34,-1.5708,1.078929898989899,-0.5335275971564531,-0.22949440270807153,0.6577774134504314
35,-1.5708,1.1106631313131312,-0.5448400766188904,-0.2305109129611247,0.6743488928553343
36,-1.5708,1.1423963636363637,-0.5556362593898104,-0.23150018669181543,0.6912603899425847
37,-1.5708,1.1741295959595959,-0.5659057859859997,-0.23246088608174098,0.7084953799478355
38,-1.5708,1.2058628282828283,-0.5756388242638145,-0.23339169252054234,0.7260370151996258
39,-1.5708,1.2375960606060605,-0.5848260792923239,-0.23429130792960157,0.7438681420376867
40,-1.5708,1.269329292929293,-0.5934588026854664,-0.23515845606654429,0.7619713180383488
41,-1.5708,1.3010625252525252,-0.6015288013838218,-0.23599188380922895,0.7803288295297366
42,-1.5708,1.3327957575757576,-0.60902844587715,-0.23679036241795548,0.7989227093791226
43,-1.5708,1.3645289898989899,-0.6159506778594162,-0.23755268877461896,0.8177347550345472
44,-1.5708,1.3962622222222223,-0.6222890173085921,-0.23827768659757836,0.836746546802562
45,-1.5708,1.4279954545454545,-0.6280375689841012,-0.2389642076310239,0.8559394663437018
46,-1.5708,1.459728686868687,-0.6331910283353629,-0.23961113280765933,0.8752947153670898
47,-1.5708,1.4914619191919192,-0.637744686815485,-0.24021737338352767,0.8947933345053594
48,-1.5708,1.5231951515151514,-0.6416944365947537,-0.24078187204385743,0.914416222350918
49,-1.5708,1.5549283838383838,-0.6450367746691689,-0.24130360397881445,0.9341441546343916
50,-1.5708,1.586661616161616,-0.6477688063598899,-0.24178157792809382,0.9539578035259693
51,-1.5708,1.6183948484848485,-0.6498882482000667,-0.24221483719329492,0.9738377570402261
52,-1.5708,1.6501280808080807,-0.6513934302061456,-0.24260246061708096,0.9937645385249089
53,-1.5708,1.6818613131313132,-0.652283297531366,-0.24294356352813332,1.013718626214075
54,-1.5708,1.7135945454545454,-0.6525574114997776,-0.24323729865096222,1.0336804728259263
55,-1.5708,1.7453277777777778,-0.6522159500197402,-0.24348285697965885,1.0536305251856213
56,-1.5708,1.77706101010101,-0.6512597073764871,-0.24367946861471826,1.0735492438533183
57,-1.5708,1.8087942424242425,-0.6496900934039624,-0.2438264035620955,1.0934171227377278
58,-1.5708,1.8405274747474747,-0.6475091320367641,-0.2439229724936899,1.1132147086754238
59,-1.5708,1.8722607070707071,-0.6447194592436541,-0.24396852746850664,1.132922620956242
60,-1.5708,1.9039939393939393,-0.6413243203447132,-0.24396246261376134,1.1525215707751033
61,-1.5708,1.9357271717171718,-0.6373275667148451,-0.24390421476525617,1.171992380590727
62,-1.5708,1.967460404040404,-0.6327336518769497,-0.24379326406637752,1.1913160033717318
63,-1.5708,1.9991936363636365,-0.6275476269886989,-0.2436291345251217,1.2104735417107961
64,-1.5708,2.0309268686868687,-0.6217751357274625,-0.24341139452858618,1.2294462667876354
65,-1.5708,2.062660101010101,-0.615422408578534,-0.24313965731440965,1.2482156371617326
66,-1.5708,2.094393333333333,-0.6084962565324117,-0.242813581398693,1.266763317375922
67,-1.5708,2.1261265656565658,-0.6010040641974803,-0.24243287095996519,1.285071196352119
68,-1.5708,2.157859797979798,-0.5929537823350337,-0.24199727617881125,1.3031214055606888
69,-1.5708,2.18959303030303,-0.5843539198241539,-0.24150659353282342,1.3208963369451898
70,-1.5708,2.2213262626262624,-0.5752135350645405,-0.2409606660465721,1.33837866058447
71,-1.5708,2.253059494949495,-0.5655422268259529,-0.2403593834963499,1.3555513420743421
72,-1.5708,2.2847927272727273,-0.5553501245534767,-0.2397026825694795,1.3723976596113707
73,-1.5708,2.3165259595959595,-0.5446478781383829,-0.23899054697802194,1.3889012207615967
74,-1.5708,2.3482591919191917,-0.5334466471648837,-0.23822300752677333,1.4050459788973233
75,-1.5708,2.3799924242424244,-0.5217580896436094,-0.2374001421354767,1.420816249285453
76,-1.5708,2.4117256565656566,-0.5095943502431655,-0.23652207581522017,1.4361967248111926
77,-1.5708,2.443458888888889,-0.49696804803161104,-0.23558898059905245,1.4511724913213182
78,-1.5708,2.475192121212121,-0.48389226374021627,-0.23460107542686884,1.4657290425715772
79,-1.5708,2.5069253535353537,-0.4703805265623215,-0.23355862598469085,1.479852294763204
80,-1.5708,2.538658585858586,-0.4564468005005966,-0.23246194449849142,1.493528600653926
81,-1.5708,2.570391818181818,-0.44210547027645203,-0.23131138948276928,1.5067447632292914
82,-1.5708,2.6021250505050504,-0.42737132681579487,-0.2301073654441176,1.5194880489205662
83,-1.5708,2.6338582828282826,-0.4122595523257483,-0.22885032254008877,1.5317462003559172
84,-1.5708,2.6655915151515153,-0.396785704977368,-0.2275407561936802,1.5435074486320723
85,-1.5708,2.6973247474747475,-0.3809657032097815,-0.2261792066638313,1.5547605250941208
86,-1.5708,2.7290579797979797,-0.36481580967156285,-0.22476625857235752,1.565494672611618
87,-1.5708,2.760791212121212,-0.3483526148155153,-0.2233025403877804,1.575699656339666
88,-1.5708,2.7925244444444446,-0.3315930201633894,-0.22178872386658172,1.5853657739541607
89,-1.5708,2.824257676767677,-0.3145542212573916,-0.22022552345241458,1.5944838653509208
90,-1.5708,2.855990909090909,-0.29725369031565607,-0.21861369563389194,1.6030453217989573
91,-1.5708,2.8877241414141412,-0.2797091586091511,-0.21695403826156945,1.6110420945386992
92,-1.5708,2.919457373737374,-0.26193859857777035,-0.21524738982481362,1.618466702816526
93,-1.5708,2.951190606060606,-0.24396020570362825,-0.2134946286892612,1.625312241347562
94,-1.5708,2.9829238383838383,-0.22579238015980688,-0.21169667229564493,1.631572387199223
95,-1.5708,3.0146570707070706,-0.20745370825305534,-0.2098544763207587,1.6372414060886236
96,-1.5708,3.046390303030303,-0.18896294367911964,-0.2079690338014184,1.6423141580875167
97,-1.5708,3.0781235353535354,-0.1703389886095943,-0.20604137422226887,1.6467861027290565
98,-1.5708,3.1098567676767677,-0.15160087462934402,-0.20407256256835696,1.6506533035112536
99,-1.5708,3.14159,-0.13276774354369433,-0.20206369834340498,1.6539124317926253
100,-1.5320148484848484,0.0,0.0559959277274278,-0.18884649020231153,0.38611598615858517
101,-1.5320148484848484,0.03173323232323232,0.03623430250951157,-0.19069414157474787,0.3845439797209724
102,-1.5320148484848484,0.06346646464646465,0.016425020355791114,-0.19256337037577,0.383588485135131
103,-1.5320148484848484,0.09519969696969696,-0.00341256848344762,-0.19445226588612435,0.38325085291861205
104,-1.5320148484848484,0.1269329292929293,-0.023259083212675558,-0.19635888893591635,0.38353181515181517
105,-1.5320148484848484,0.15866616161616162,-0.04309513197798149,-0.19828127381153024,0.3844314847358251
106,-1.5320148484848484,0.19039939393939392,-0.06290133136520266,-0.20021743019023003,0.38594935527239355
107,-1.5320148484848484,0.22213262626262625,-0.08265832588968189,-0.20216534510051054,0.38808430156619117
108,-1.5320148484848484,0.2538658585858586,-0.10234680745802069,-0.20412298490624226,0.3908345807488228
109,-1.5320148484848484,0.2855990909090909,-0.12194753478222399,-0.20608829731263203,0.3941978340234833
110,-1.5320148484848484,0.31733232323232324,-0.14144135272668193,-0.208059213391998,0.3981710890284914
111,-1.5320148484848484,0.3490655555555556,-0.16080921156850175,-0.210033649627331,0.4027507628173372
112,-1.5320148484848484,0.38079878787878785,-0.18003218615178437,-0.21200950997161522,0.40793266545223594
113,-1.5320148484848484,0.4125320202020202,-0.1990914949165613,-0.2139846879208307,0.4137120042075831
114,-1.5320148484848484,0.4442652525252525,-0.21796851878321416,-0.2159570685985908,0.42008338837907566
115,-1.5320148484848484,0.47599848484848484,-0.23664481987336197,-0.21792453085031604,0.4270408346936731
116,-1.5320148484848484,0.5077317171717172,-0.25510216004835795,-0.21988494934486247,0.434577773314944
117,-1.5320148484848484,0.5394649494949495,-0.27332251924672124,-0.2218361966814957,0.4426870544377711
118,-1.5320148484848484,0.5711981818181818,-0.291288113602033,-0.22377614550011854,0.45136095546577304
119,-1.5320148484848484,0.6029314141414142,-0.3089814133230484,-0.22570267059262572,0.46059118876422445
120,-1.5320148484848484,0.6346646464646465,-0.3263851603180155,-0.22761365101330078,0.47036890998068026
121,-1.5320148484848484,0.6663978787878788,-0.3434823855454453,-0.2295069721861169,0.4806847269249299
122,-1.5320148484848484,0.6981311111111111,-0.36025642607385866,-0.2313805280068626,0.49152870899935
123,-1.5320148484848484,0.7298643434343435,-0.3766909418333282,-0.23323222293797255,0.5028903971701721
124,-1.5320148484848484,0.7615975757575757,-0.3927699320419356,-0.23505997409397747,0.5147588144696305
125,-1.5320148484848484,0.793330808080808,-0.4084777512906094,-0.23686171331549027,0.5271224770184282
126,-1.5320148484848484,0.8250640404040404,-0.4237991252701281,-0.2386353892296482,0.539969405557435
127,-1.5320148484848484,0.8567972727272727,-0.43871916612446044,-0.2403789692949561,0.5532871374770125
128,-1.5320148484848484,0.888530505050505,-0.4532233874149697,-0.2420904418284876,0.5670627393318685
129,-1.5320148484848484,0.9202637373737373,-0.46729771868041214,-0.24376781801341266,0.5812828198288504
130,-1.5320148484848484,0.9519969696969697,-0.4809285195780643,-0.2454091338848452,0.5959335432746108
131,-1.5320148484848484,0.983730202020202,-0.49410259359173453,-0.2470124522920266,0.6110006434696211
132,-1.5320148484848484,1.0154634343434343,-0.5068072012928514,-0.24857586483488506,0.6264694380345528
133,-1.5320148484848484,1.0471966666666666,-0.5190300731412727,-0.25009749377302704,0.6423248431546146
134,-1.5320148484848484,1.078929898989899,-0.5307594218129205,-0.2515754939052583,0.6585513887270135
135,-1.5320148484848484,1.1106631313131312,-0.5419839540418233,-0.25300805441775215,0.6751332338963054
136,-1.5320148484848484,1.1423963636363637,-0.5526928819646442,-0.2543934006990139,0.6920541829620003
137,-1.5320148484848484,1.1741295959595959,-0.5628759339562566,-0.25572979611982993,0.7092977016424254
138,-1.5320148484848484,1.2058628282828283,-0.5725233649454665,-0.2570155437764233,0.7268469336784823
139,-1.5320148484848484,1.2375960606060605,-0.5816259662004803,-0.2582489881950611,0.7446847177605961
140,-1.5320148484848484,1.269329292929293,-0.5901750745742669,-0.2594285169964204,0.7627936047618291
141,-1.5320148484848484,1.3010625252525252,-0.5981625812005001,-0.2605525625180429,0.781155875259822
142,-1.5320148484848484,1.3327957575757576,-0.6055809396313243,-0.26161960339325296,0.7997535573299382
143,-1.5320148484848484,1.3645289898989899,-0.6124231734087405,-0.2626281660849653,0.8185684445917117
144,-1.5320148484848484,1.3962622222222223,-0.6186828830619956,-0.2635768263728414,0.8375821144904421
145,-1.5320148484848484,1.4279954545454545,-0.6243542525239189,-0.2644642107923082,0.8567759467955484
146,-1.5320148484848484,1.459728686868687,-0.6294320549597444,-0.2652889980240077,0.8761311422970793
147,-1.5320148484848484,1.4914619191919192,-0.6339116580025528,-0.2660499202322734,0.8956287416815614
148,-1.5320148484848484,1.5231951515151514,-0.637789028390052,-0.26674576435130404,0.9152496445682046
149,-1.5320148484848484,1.5549283838383838,-0.6410607359980307,-0.2673753733177469,0.9349746286863172
150,-1.5320148484848484,1.586661616161616,-0.6437239572664212,-0.26793764724845265,0.9547843691746359
151,-1.5320148484848484,1.6183948484848485,-0.6457764780145184,-0.2684315445622294,0.9746594579831606
